PurchaseSell,Date,Purchase Price,VIN,Model,Year,Vehicle Description,Manufacturer,Condition,Type,Odometer,Colors,Username,Customer Email,Customer Phone,Customer Street Address,Customer City,Customer State,Customer ZIP,Persons Driver License,Persons First Name,Persons Last Name,Tax Number,Business Name,Contact First Name,Contact Last Name,Contact Title,customerID
Sale,6/27/2019,,036JZFZ8I3K433701,Q45,2003,disc brake; ,INFINITI,Excellent,Sedan,79683,Metallic,user15,ltegarden@scotfind.com,2765842516,4630 14-street,Charlotte,NC,91338,,,,27-2108866,Toughzap,Ettie,Shin,Senior Director R8,327
Sale,4/27/2019,,05WXEVLB5X8956206,SRX,2009,fuel injection; ,Cadillac,Fair,SUV,24135,White,user25,ltegarden@scotfind.com,2765842516,4630 14-street,Charlotte,NC,91338,,,,27-2108866,Toughzap,Ettie,Shin,Senior Director R8,317
Sale,4/11/2019,,0HJ3WSLKGZT340626,LACROSSE,2008,engine displacement; ,Buick,Fair,SUV,17670,Rose,user09,mbutt@plexzap.com,6411017442,2910 16-street,Fort Worth,TX,68619,A6448389020,Kimberlie,Stockham,,,,,,43
Sale,6/28/2019,,0KQT4QWDSFO183874,VERACRUZ,2007,anti-lock brake system (ABS); ,Hyundai,Fair,Sedan,58788,Bronze,user25,kkippley@stanredtax.com,4902392607,1228 6-street,Hialeah,NV,21726,C9808620269,Martina,Lietz,,,,,,211
Sale,6/20/2019,,0OZ6776OUA0065975,MULSANNE,2014,best possible traction; ,Bentley,Very Good,Sedan,3409,Bronze;Brown;Gray,burdell,gleinenbach@betasoloin.com,583472854,3646 6-street,Richmond,CA,14113,,,,08-9519988,Hatfan,Maurine,Briddick,Associate Manager M8,325
Sale,5/14/2019,,0Y8HTOZ7K6L112375,WRANGLER,2004,ultra new transmission; normally aspirated; hydraulic brakes; ,Jeep,Very Good,Van,139065,Maroon,burdell,tfrerking@plexzap.com,2977557657,7175 16-street,Cincinnati,MN,17189,C7245495659,Oretha,Bowley,,,,,,191
Sale,6/8/2019,,1D75678DO43448008,PROMASTER 2500,2016,,Ram,Good,Minivan,9230,Orange,user16,dferencz@konex.com,505368401,1013 15-street,Chula Vista,IN,16752,B3151226118,Delisa,Buvens,,,,,,88
Sale,2/27/2019,,1EW5SWZMNBU661507,TT QUATTRO,2005,best sedan; automatic transmission; engine displacement; ,Audi,Excellent,Van,61050,Beige;Claret;Gray,user17,dengelberg@rantouch.com,4406850849,914 20-street,San Antonio,TX,68448,C8244565014,Irma,Dhamer,,,,,,199
Sale,6/28/2019,,1J1RMS1AO48718511,COOPER COUNTRYMAN,2013,,MINI,Excellent,Truck,34872,Blue,user09,lhaufler@zathunicon.com,9953808583,2797 5-street,El Paso,TX,45787,,,,94-0706896,Mathtouch,Valentine,Kulzer,Senior Manager M1,330
Sale,6/16/2019,,1MF8O5K3V5X143850,LX570,2010,wide transaxle; ,Lexus,Fair,Minivan,104044,Turquoise,user17,mdilello@openlane.com,9342834158,5573 7-street,Bakersfield,FL,54549,D1451097081,France,Figeroa,,,,,,219
Sale,6/20/2019,,1NVXI5JXG3Q330243,AZERA,2010,automatic valves; wide chassis; ,Hyundai,Excellent,Van,3812,Tan,user13,ltomasulo@blackzim.com,5896714927,8634 11-street,San Francisco,CA,98229,A5441879198,Fabiola,Keener,,,,,,38
Sale,3/9/2019,,1RQR2NON75E373495,MX-5,2006,innovative air bags; ,MAZDA,Excellent,Coupe,14172,Cream,user09,ahughey@dambase.com,9425991853,1719 20-street,Oklahoma City,KY,10898,A2130488970,Nicolette,Biddy,,,,,,17
Sale,5/22/2019,,1U4MXLVV84A726331,ELISE,2007,,Lotus,Excellent,Sedan,129670,Purple,user09,kkippley@stanredtax.com,4902392607,1228 6-street,Hialeah,NV,21726,C9808620269,Martina,Lietz,,,,,,209
Sale,3/4/2019,,2KANK83IC2A444270,SILVERADO 2500 HD,2011,minivan; ,Chevrolet,Very Good,Convertible,100896,Rose,user09,lmonarrez@doncon.com,6568801094,6786 21-street,Scottsdale,NV,80515,A1543433846,Lenna,Skulski,,,,,,12
Sale,5/24/2019,,2TN1NJUXESG344969,IMPREZA,2018,automatic torque converter; ,Subaru,Good,SUV,11972,Aluminum,user17,mcentini@singletechno.com,9919665090,5345 16-street,Reno,VA,79485,D9635369685,Carmelina,Staback,,,,,,256
Sale,5/26/2019,,30IT6VOHPTN692600,RL,2002,oversteer; ,Acura,Fair,SUV,133159,Copper;Gold;Pink,user20,bfrey@goodsilron.com,2216937687,9526 8-street,Anchorage,CA,9544,,,,34-9450658,Finhigh,Mollie,Nestle,Senior Manager R8,320
Sale,6/26/2019,,30KBYEYBKH5669910,E-350 ECONOLINE CLUB WAGON,2001,best possible traction; ,Ford,Fair,Sedan,53610,Pink,user11,tregusters@ganjaflex.com,5341057929,9675 2-street,Jersey City,CA,70105,B3716300300,Art,Degroot,,,,,,94
Sale,5/16/2019,,31ZQB40Z55B784788,456 M GTA,2002,super new ignition system; power train; ,Ferrari,Excellent,Coupe,123328,Beige;Claret;Copper,burdell,amaile@conecom.com,6288898018,7350 8-street,Portland,NV,32773,D9806834505,Tyra,Layous,,,,,,260
Sale,5/30/2019,,35TB5QWCJW0515619,XKR,2019,ultra new transmission; ,Jaguar,Very Good,Minivan,136271,Pink,user11,mcentini@singletechno.com,9919665090,5345 16-street,Reno,VA,79485,D9635369685,Carmelina,Staback,,,,,,257
Sale,6/19/2019,,38ZSAKVC20U930606,V12 VANTAGE,2019,best sedan; ,Martin,Excellent,Minivan,137449,Gold,user17,whengel@plexzap.com,9203540780,5374 19-street,Gilbert,LA,18192,,,,19-6241359,dambase,Tawna,Tomasulo,Associate Fellow M4,324
Sale,6/20/2019,,3HWBBE541KJ068668,335I,2008,best oil pump; ,BMW,Excellent,Sedan,42840,Copper,burdell,llinahan@finjob.com,1675218251,5462 20-street,Denver,CO,59180,D9431249359,Benton,Konopacki,,,,,,254
Sale,5/28/2019,,3U3N6HS8K3V143011,SIERRA 2500 HD,2012,crumple zones; ,GMC,Excellent,Coupe,18870,Aluminum,user25,lferencz@streethex.com,6850141056,7582 7-street,Fort Wayne,FL,97639,A0953343682,Helene,Saylors,,,,,,7
Sale,6/26/2019,,3VWJ7G74MRP551283,V8 VANTAGE,2007,check the Monroney sticker - theer is nothing better than this vehicle; ,Martin,Very Good,SUV,124280,Yellow,user23,sgiguere@finjob.com,3963308236,3394 11-street,Virginia Beach,GA,21078,B1872571043,Elvera,Flosi,,,,,,79
Sale,4/24/2019,,426W8PU85BH593514,IMPREZA,2011,crankcase; hydraulic brakes; ,Subaru,Fair,Sedan,52180,Rose,user16,nboord@betatech.com,4943302000,8045 10-street,Memphis,TN,26029,,,,18-6868850,Sunnamplex,Lavonda,Juvera,Director R8,315
Sale,5/6/2019,,4G40BAXEV4V936460,XTS,2013,overdrive; ,Cadillac,Very Good,SUV,102825,Black,user08,,1352389656,5697 4-street,Lexington-Fayette,PA,64481,,,,21-0607602,Ron-tech,Blair,Sawchuk,Senior Manager M4,318
Sale,3/31/2019,,6HKQMAEQ5PA690783,PATRIOT,2011,supernew catalytic converter; ,Jeep,Good,Sedan,29506,Claret;Pink;Purple,user17,wbreland@konmatfix.com,5788081288,2359 5-street,Oklahoma City,KY,68456,C1317447002,Franklyn,Kaniecki,,,,,,154
Sale,6/27/2019,,6KSCMBLK5DZ055754,IMPREZA,2002,best radiator; ,Subaru,Fair,Convertible,27610,Green,burdell,dbrucato@plexzap.com,1325956157,8359 17-street,Colorado Springs,NE,37713,,,,38-0990951,Lexiqvolax,Carmela,Scipione,Fellow R7,328
Sale,6/23/2019,,6PSJQWZYS2J443879,XK,2015,detail; ,Jaguar,Fair,Minivan,6828,Aluminum,user11,nsemidey@blackzim.com,5466289697,5274 2-street,New York,NY,5501,D5653451679,Van,Comnick,,,,,,242
Sale,5/27/2019,,73MVKB63GMJ964569,GALANT,2004,best sedan; ,Mitsubishi,Fair,SUV,6381,Claret,user25,dengelberg@rantouch.com,4406850849,914 20-street,San Antonio,TX,68448,C8244565014,Irma,Dhamer,,,,,,200
Sale,6/28/2019,,7A13XEM0IMF171736,LOBO,2013,innovative air bags; front axle assembly; ,Ford,Excellent,Van,66160,Rust,user09,,1577607406,63 19-street,Orlando,FL,68407,B0676368739,Refugia,Riden,,,,,,74
Sale,6/27/2019,,7F3L3GAY4BB268957,CANYON,2005,good gear; all passive safety features; high quality carburetor; ,GMC,Fair,Sedan,119148,Tan,user15,emauson@konmatfix.com,8269013055,6556 12-street,Oakland,MN,27258,,,,66-0947691,Zotware,Eladia,Castros,Senior Director M5,329
Sale,4/12/2019,,7FT34LPXEKD855738,MT55,2009,,Freightliner,Very Good,Coupe,96640,Rose,user13,tfunnell@zoomit.com,5201367484,3334 8-street,Austin,TX,72284,C9903567737,Linn,Hollack,,,,,,214
Sale,6/24/2019,,7T0CI3XEYJA004139,COMPASS,2019,super new ignition system; ,Jeep,Excellent,Coupe,21140,Metallic,user20,ezurcher@bioplex.com,9396666663,6175 17-street,Jacksonville,FL,13791,B6684374397,Mariann,Lary,,,,,,124
Sale,6/4/2019,,7YCPTKZS5B3163969,TRX500FE FOURTRAX FOREMAN 4X4 ES,2008,,Honda,Very Good,Convertible,38273,Silver,user15,nschemmer@zencorporation.com,1678547402,3726 8-street,Baltimore,OK,33994,C3670850732,Alishia,Latzke,,,,,,166
Sale,6/29/2019,,8BPZY476GS8852305,MKS,2015,,Lincoln,Fair,Convertible,21882,Brown,user25,dyglesias@silis.com,3845738997,840 4-street,Oakland,MN,18815,,,,15-6515230,Yearin,Taryn,Slayton,SalesRep L5,332
Sale,5/27/2019,,8CPKHCHU2W7031895,FORTWO,2005,no redline; ,smart,Very Good,Truck,139625,Beige,user20,tbachman@konex.com,7577634102,237 5-street,St. Louis,CA,43201,C4429219457,Rhea,Pontoriero,,,,,,177
Sale,4/26/2019,,AI51SMWRVBH997689,MERIVA,2008,ultra new transmission; ,Chevrolet,Very Good,Van,102980,Copper,burdell,tfrerking@plexzap.com,2977557657,7175 16-street,Cincinnati,MN,17189,C7245495659,Oretha,Bowley,,,,,,190
Sale,2/6/2019,,AKHFEO0D1D4893889,FE-SP,2004,wide cam; ,Mitsubishi,Fair,Truck,3544,Silver,user20,dsetter@zumgoity.com,9596403978,9246 12-street,Corpus Christi,KY,96337,D4435428566,Jacqueline,Strassner,,,,,,235
Sale,4/25/2019,,B2JQXKMCCJ3730138,CADDY,2018,automatic torque converter; ,Volkswagen,Fair,Van,77568,Navy,user16,fschemmer@toughzap.com,1295867444,8540 3-street,Anaheim,CA,89578,,,,80-2924796,J-Texon,Twana,Rulapaugh,Researcher R5,316
Sale,1/22/2019,,BMMT70O7FLR864961,GALLARDO,2013,sturdy side impact beams; ,Lamborghini,Excellent,Sedan,41550,Gray,user15,ijayson@cancity.com,9353320487,7754 16-street,Charlotte,NC,89983,C7731551051,Larae,Thyberg,,,,,,196
Sale,5/3/2019,,BX1OSN5TZYU191007,SONATA,2010,manual transmission; ,Hyundai,Excellent,Sedan,23424,Beige,burdell,lmonarrez@doncon.com,6568801094,6786 21-street,Scottsdale,NV,80515,A1543433846,Lenna,Skulski,,,,,,13
Sale,6/20/2019,,C0VHQRA5CIO857811,ARNAGE,2003,coupe; ,Bentley,Excellent,SUV,63870,Silver,user08,ydegroot@stanredtax.com,8740455825,9146 8-street,Oklahoma City,KY,78936,B5327595424,Ressie,Palaia,,,,,,106
Sale,2/17/2019,,C1OCSTQ1VP0823459,XFR-S,2017,original equipment manufacturer (OEM) parts; drum brake; convertible; ,Jaguar,Fair,Minivan,104976,Metallic,user17,eluczki@hatfan.com,389051409,3968 4-street,Newark,TX,26131,D7770361115,Luisa,Malet,,,,,,248
Sale,4/16/2019,,CNXWEAHRICK569430,WRANGLER,2006,four-wheel drive; ,Jeep,Good,Coupe,62856,Blue,user23,hherritt@dalttechnology.com,3908583441,7044 16-street,Dallas,TX,53850,C1404134532,Junita,Perigo,,,,,,159
Sale,4/6/2019,,CQCKR5VZRWO844951,COOPER,2003,no understeer; ,MINI,Very Good,Coupe,6276,Copper;Metallic;Yellow,user17,khalter@betatech.com,3232843344,6938 7-street,Albuquerque,AZ,92207,D2619628333,Junita,Walthall,,,,,,227
Sale,3/28/2019,,E64AFHYM7CM667399,AZURE,2010,front wheel drive; fuel injection; Automotive Service Excellence (ASE); ,Bentley,Good,Convertible,84966,Gold;Maroon,user13,aagramonte@isdom.com,9968600599,8098 20-street,Wichita,TX,49318,B4801537581,Gracia,Sengbusch,,,,,,103
Sale,1/29/2019,,EAJW0OF78HV386515,SPRINTER 3500,2002,,Freightliner,Very Good,Coupe,129480,Orange,user13,scloney@konmatfix.com,4246621714,5861 16-street,Kansas City,AZ,24586,D9745941406,My,Arceo,,,,,,259
Sale,2/28/2019,,EFUWNBMO3TM316916,ELISE,2011,automatic safety features; ,Lotus,Good,Van,158818,Copper,user23,earedondo@scottech.com,6670173598,8485 9-street,Fort Worth,TX,38021,,,,43-4733948,Goodsilron,Lai,Storment,Associate Manager M7,311
Sale,2/23/2019,,EMARJQJLUEI221810,ARNAGE,2001,normally aspirated; ,Bentley,Very Good,Minivan,50919,Blue,user23,rskulski@sonron.com,4584955666,3367 4-street,Madison,TX,13950,B5930662838,Latrice,Claucherty,,,,,,109
Sale,5/9/2019,,ENHQ8WS125F354364,TSX,2010,manual transmission; ,Acura,Good,Van,4884,White,burdell,eschieler@blackzim.com,8468971957,6810 18-street,Indianapolis,IN,13749,B7658453163,Cyndy,Gochal,,,,,,130
Sale,4/26/2019,,EVDJMOIDNRC331823,FORFOUR,2005,all passive safety features; ,smart,Fair,Coupe,17826,Cream,user15,dhoneywell@blackzim.com,6663567812,3860 16-street,Stockton,OH,70202,A7120700731,Junita,Toelkes,,,,,,49
Sale,6/28/2019,,F6TVSMY2L2Z886673,ML400,2015,great rpms; hydraulic brakes; ,Mercedes-Benz,Very Good,Convertible,57190,Purple,user20,lhoffis@singletechno.com,6582231709,5810 1-street,Greensboro,NJ,23981,B4683383831,Gracia,Agramonte,,,,,,99
Sale,6/17/2019,,FRCY3VYNL42885570,GRANSPORT,2007,superturbocharger; ,Maserati,Good,Convertible,67992,Metallic,user17,ncolla@dambase.com,7577794453,9934 21-street,Oakland,MN,43123,,,,96-4982785,Bioholding,Levi,Chesterfield,Senior Scientist M4,323
Sale,6/19/2019,,FZ1HFZ585WR955503,AVIATOR,2004,high quality carburetor; ,Lincoln,Good,Minivan,99636,Aluminum,user09,jdemesa@scottech.com,8898240201,9597 6-street,Garland,FL,23856,C3686964342,Josphine,Degroot,,,,,,168
Sale,6/24/2019,,G33VJW8N2FY389186,B2300,2001,broad wheelbase; drive shaft; high block; ,MAZDA,Good,Minivan,4738,Red,user23,cstoltzman@rundofase.com,1187497771,5437 3-street,Irving,AZ,89091,B6711015012,Mitsue,Slusarski,,,,,,125
Sale,5/20/2019,,GBA0V3Z00JI851102,GRANTURISMO,2011,autotachometer; modern dashboard; ,Maserati,Good,Van,118476,Brown,user17,pmartabano@doncon.com,9248918714,2985 14-street,Los Angeles,CA,87682,B4745861576,Brett,Toelkes,,,,,,100
Sale,3/14/2019,,H0SVSC0X1W0660350,EXPRESS 4500,2013,high differential; automatic valves; ,Chevrolet,Excellent,Coupe,37800,Black;Gray,user23,bgellinger@green-plus.com,4935277297,8904 1-street,Honolulu,CO,22824,C8771937989,Thaddeus,Lawler,,,,,,202
Sale,5/24/2019,,H130KLLOZLY973998,ROADSTER,2009,rack and pinion steering; ,Tesla,Very Good,Minivan,111596,Rust,user20,rdelasancha@stanredtax.com,4856335522,5214 17-street,St. Louis,CA,66315,A1953394969,Lorrine,Pagliuca,,,,,,15
Sale,1/9/2019,,H7PM7E5LCY5894305,TT QUATTRO,2002,unibody construction; ,Audi,Very Good,Convertible,33935,Rose;Rust;Turquoise,user20,llinahan@finjob.com,1675218251,5462 20-street,Denver,CO,59180,D9431249359,Benton,Konopacki,,,,,,253
Sale,4/17/2019,,I6M6GMQGG7C407268,COOPER,2007,sport utility vehicle-SUV; best sedan; broad wheelbase; ,MINI,Fair,Coupe,99910,Turquoise,user09,lhaufler@zathunicon.com,9953808583,2797 5-street,El Paso,TX,45787,,,,94-0706896,Mathtouch,Valentine,Kulzer,Senior Manager M1,314
Sale,5/27/2019,,I7CVVBU08H1044370,EOS,2008,disc brake; gap; ,Volkswagen,Fair,Sedan,49142,Cream,user16,donofrio@warephase.com,6222810837,2749 6-street,Charlotte,NC,98482,C8989750395,Derick,Dilliard,,,,,,205
Sale,3/31/2019,,IB3FDW7VPTE357125,CALIFORNIA,2011,disc brake; crankcase; ,Ferrari,Good,Van,55068,Purple,user17,dsarao@golddex.com,3331922115,4454 14-street,Buffalo,NJ,98345,B6148685373,Mireya,Sawchuk,,,,,,114
Sale,6/21/2019,,IHCVQSL87UO415387,WRX STI,2015,minivan; unibody construction; ,Subaru,Good,Minivan,189940,Metallic,user20,ntoelkes@iselectrics.com,8315356658,8050 11-street,Henderson,NE,94296,A0891946418,Stephen,Pelkowski,,,,,,6
Sale,5/10/2019,,IKUQE1AIER1879688,RL,2002,engine displacement; power train; ,Acura,Good,Sedan,57900,Maroon,user17,tradde@stanredtax.com,291639883,196 14-street,San Diego,CA,63845,B6645695262,Jose,Calvaresi,,,,,,121
Sale,6/8/2019,,JAH4TXSVFRZ937654,POINTER,2004,wide transaxle; ,Volkswagen,Good,Van,83052,White,user09,xgochal@donquadtech.com,4752675684,8284 1-street,Tucson,CA,49195,C4179179446,Alyce,Hauenstein,,,,,,172
Sale,6/21/2019,,JB6TJOH3G13545501,INTEGRA,2001,super new ignition system; ,Acura,Very Good,Coupe,2998,Navy,user20,jdemesa@scottech.com,8898240201,9597 6-street,Garland,FL,23856,C3686964342,Josphine,Degroot,,,,,,169
Sale,6/29/2019,,JVT2Q6U7HLH559100,SPIDER,2007,,Alfa,Very Good,Van,2485,Metallic,user11,vparvis@opentech.com,8862184577,7282 17-street,Plano,NV,12480,A5116094170,Shawna,Cousey,,,,,,37
Sale,4/14/2019,,JVUFO2OOZH6501609,PASSAT,2017,sturdy rear axle assembly; ,Volkswagen,Good,Convertible,33075,Gold;Pink;Silver,user20,rblackwood@y-corporation.com,8606030011,4833 11-street,Austin,TX,2720,,,,25-2484659,Groovestreet,Paz,Blunk,Senior Director R8,313
Sale,5/6/2019,,K23GQ1HYKID336715,ARNAGE,2009,automatic safety features; ,Bentley,Excellent,Convertible,43530,Brown;Navy,user13,bfrey@goodsilron.com,2216937687,9526 8-street,Anchorage,CA,9544,,,,34-9450658,Finhigh,Mollie,Nestle,Senior Manager R8,319
Sale,6/12/2019,,K5ZQ65X47KU986899,ELDORADO,2001,minivan; ,Cadillac,Fair,SUV,66910,Turquoise,user15,rgato@bioholding.com,1320896761,439 15-street,Bakersfield,FL,32198,,,,75-4600214,Ron-tech,Ilene,Fishburne,Scientist R1,322
Sale,6/29/2019,,K6NPKFWC2DG818634,TL,2004,hydraulic brakes; drum brake; ,Acura,Very Good,Coupe,77212,Green,user25,hauffrey@domzoom.com,5571476773,7876 13-street,Anchorage,CA,60946,C6972781026,Ma,Yum,,,,,,188
Sale,6/27/2019,,KG6S1KYGKY7383089,MAXIMA,2012,gap; ,Nissan,Excellent,Minivan,101450,Black,user09,ahughey@dambase.com,9425991853,1719 20-street,Oklahoma City,KY,10898,A2130488970,Nicolette,Biddy,,,,,,19
Sale,5/30/2019,,KIYTRMRZHSZ939929,GRANSPORT,2007,,Maserati,Excellent,Truck,91502,Beige,user13,klace@finjob.com,9460075046,609 14-street,Omaha,NC,98545,D1610396701,Chaya,Palaia,,,,,,223
Sale,6/24/2019,,L075CLEGAGV332326,RX330,2004,four-wheel drive; drive shaft; ,Lexus,Good,Van,61175,Turquoise,user15,mharoldson@sumace.com,1579571338,4203 19-street,Los Angeles,CA,95231,A3961543582,Carmelina,Rauser,,,,,,29
Sale,6/17/2019,,L2G40AKW0DV261314,SONATA,2003,wide chassis; drum brake; ,Hyundai,Excellent,Coupe,4388,Pink,user13,jfern@bioplex.com,3742674013,793 8-street,New York,NY,99051,A2840015188,Skye,Estell,,,,,,27
Sale,5/2/2019,,L8CKHAJ376Q732997,RX400H,2008,automatic safety features; ,Lexus,Very Good,Sedan,7152,Blue,user08,sgiguere@finjob.com,3963308236,3394 11-street,Virginia Beach,GA,21078,B1872571043,Elvera,Flosi,,,,,,77
Sale,4/1/2019,,LAW66TO51NY340329,TRX500FGA FOURTRAX FOREMAN RUBICON,2008,gap; no backfire/backfiring; ,Honda,Very Good,Sedan,129900,Turquoise,user13,hauffrey@sunnamplex.com,3880267245,3597 2-street,Fort Worth,TX,16909,,,,34-4111553,Labdrill,Alease,Regusters,Researcher L3,312
Sale,6/28/2019,,LEWHC17RSR2225266,MARK LT,2007,coupe; ,Lincoln,Excellent,Coupe,22948,Brown,user15,,2563801437,5398 12-street,Lubbock,CA,18344,D2548986249,Xochitl,Knipp,,,,,,226
Sale,6/14/2019,,LMC0DXV2F72475134,OUTBACK,2018,best oil pump; ,Subaru,Very Good,Minivan,13130,Brown,user09,ekines@donware.com,5318388770,419 6-street,Columbus,OH,7051,C5517920862,Tyra,Jacobos,,,,,,180
Sale,4/30/2019,,LXLYHOV4G1Z722469,EXPRESS 3500,2018,normally aspirated; ,Chevrolet,Good,SUV,167240,Black;Orange,burdell,khalter@betatech.com,3232843344,6938 7-street,Albuquerque,AZ,92207,D2619628333,Junita,Walthall,,,,,,229
Sale,6/8/2019,,M58W6OQD1J3561088,BOXSTER,2001,,Porsche,Excellent,Truck,64527,Purple,user16,klace@finjob.com,9460075046,609 14-street,Omaha,NC,98545,D1610396701,Chaya,Palaia,,,,,,224
Sale,6/27/2019,,M6J2KWLLUKW587077,AZERA,2011,,Hyundai,Very Good,Sedan,73801,Turquoise,user25,cgoldammer@silis.com,5139591614,3758 3-street,Houston,TX,93403,A9685977010,Louvenia,Gillaspie,,,,,,64
Sale,6/4/2019,,MBKMABQOONK563483,SOUL,2019,original equipment manufacturer (OEM) parts; ,Kia,Fair,Van,87548,Tan,user08,svinning@domzoom.com,1455563822,712 19-street,Houston,TX,4775,C0188223064,Mitsue,Tomasulo,,,,,,150
Sale,3/17/2019,,MW6HGX7M6O4186962,V8 VANTAGE,2011,,Aston,Fair,Convertible,2092,Beige;Pink;White,user16,cleto@ontomedia.com,6430223893,3244 1-street,Plano,NV,60791,B4543107001,Cyndy,Royster,,,,,,96
Sale,6/21/2019,,MW7W375RHHU707116,COOPER,2015,rear wheel drive; ,MINI,Good,Van,51504,Aluminum,user11,cpadilla@codehow.com,2413273945,9723 1-street,Chandler,TX,94525,C7154501254,Glenna,Onofrio,,,,,,189
Sale,5/26/2019,,MXF3EGT2PAG490479,FORESTER,2008,good piston; small dent in roof,Subaru,Very Good,Coupe,42500,Orange,user16,tbachman@konex.com,7577634102,237 5-street,St. Louis,CA,43201,C4429219457,Rhea,Pontoriero,,,,,,176
Sale,1/18/2019,,N5VAEVB47M5598208,ROADSTER,2009,anti-lock brake system (ABS); ,Tesla,Excellent,Minivan,1519,Rose,burdell,scloney@konmatfix.com,4246621714,5861 16-street,Kansas City,AZ,24586,D9745941406,My,Arceo,,,,,,258
Sale,4/6/2019,,NNLD761PGMY686484,FL80,2005,hydraulic brakes; good gear; sturdy rear axle assembly; ,Freightliner,Fair,Minivan,23613,Gray,user13,ntoelkes@iselectrics.com,8315356658,8050 11-street,Henderson,NE,94296,A0891946418,Stephen,Pelkowski,,,,,,5
Sale,6/20/2019,,NVDV1HTYNUU168147,R1200CL,2005,automatic safety features; ,BMW,Fair,Van,63324,Yellow,user20,wbreland@konmatfix.com,5788081288,2359 5-street,Oklahoma City,KY,68456,C1317447002,Franklyn,Kaniecki,,,,,,157
Sale,5/26/2019,,OOXPL1JMKRX336822,612 SCAGLIETTI,2010,manual transmission; normally aspirated; ,Ferrari,Good,Convertible,32888,Rust,user09,qcantres@lexiqvolax.com,8985019834,4691 12-street,Minneapolis,OK,93225,B7298707408,Nana,Newville,,,,,,128
Sale,6/9/2019,,OUXQFNQE2K7274854,740I,2015,engine displacement; ,BMW,Excellent,Sedan,105308,Pink,user20,aogg@dalttechnology.com,3841718234,4250 21-street,Virginia Beach,GA,70041,D4296267174,Ahmed,Padilla,,,,,,234
Sale,6/9/2019,,PC02G0A675B935953,CANTER FE180,2012,detail; ,Mitsubishi,Very Good,Van,4566,Turquoise,user13,jgotter@dontechi.com,4754848228,5969 13-street,Buffalo,NJ,66988,D7751875993,Carissa,Similton,,,,,,245
Sale,6/10/2019,,PEXVHDHEYM7282767,DBS,2009,best radiator; ,Aston,Very Good,Truck,44320,Brown,user09,jwitten@toughzap.com,6762288681,3171 20-street,Nashville-Davidson,MD,86587,D8463845828,Stephaine,Drymon,,,,,,252
Sale,5/28/2019,,PUVTYE6IVGN271318,DBS,2011,rear wheel drive; ,Martin,Fair,Convertible,78935,White,user11,rskulski@sonron.com,4584955666,3367 4-street,Madison,TX,13950,B5930662838,Latrice,Claucherty,,,,,,110
Sale,5/20/2019,,QHUYKEFC12W678012,DB9,2012,power train; ,Martin,Excellent,Truck,193286,Black,user15,jglick@goodsilron.com,3915729799,6402 7-street,Irvine,NC,16724,C3701564618,Rhea,Jillson,,,,,,170
Sale,3/19/2019,,QNGJBXZ0ZPN690169,GENESIS,2016,sturdy rear axle assembly; ,Hyundai,Fair,Van,68300,Bronze,user09,lrhoden@golddex.com,247749496,8102 19-street,Los Angeles,CA,14989,A8352857373,Felicidad,Discipio,,,,,,59
Sale,6/28/2019,,R56SEOUUT0R265399,MURCIELAGO,2003,good piston; ,Lamborghini,Very Good,Van,26791,Yellow,user15,lshinko@plussunin.com,9509224748,4666 10-street,Boston,TN,61462,A7690497079,Sylvia,Kusko,,,,,,53
Sale,6/14/2019,,RUAW8E8S2SA826885,TITAN,2008,automatic safety features; ,Nissan,Fair,Minivan,154050,Rose,user08,ahidvegi@scotfind.com,4693228016,5887 16-street,Mesa,VA,78558,B8617696591,Helaine,Maclead,,,,,,137
Sale,1/31/2019,,RZ64Q4VF3EC682670,HIACE,2011,,Toyota,Excellent,Convertible,143278,Aluminum;Cream;Rust,user16,ebaltimore@singletechno.com,5858632305,6792 5-street,Jacksonville,FL,71766,A2628970055,Cristy,Acey,,,,,,22
Sale,5/23/2019,,S7OOZE7TI6U419267,FX35,2012,front axle assembly; active safety features; supernew catalytic converter; similar to Nissan Murano,INFINITI,Fair,Sedan,136516,Claret;Gold,user15,yfelger@groovestreet.com,706470748,2680 7-street,Baltimore,OK,83300,B9167611164,Mitsue,Diestel,,,,,,146
Sale,6/18/2019,,SEXWGCZNLS4439650,BROOKLANDS,2009,crankcase; ,Bentley,Good,Sedan,176955,Beige;Gold;Tan,user16,lhoffis@singletechno.com,6582231709,5810 1-street,Greensboro,NJ,23981,B4683383831,Gracia,Agramonte,,,,,,98
Sale,6/25/2019,,SROKG0OMKKQ394333,TRACKER,2002,rack and pinion steering; ,Chevrolet,Fair,Convertible,32814,Green,user08,lferencz@streethex.com,6850141056,7582 7-street,Fort Wayne,FL,97639,A0953343682,Helene,Saylors,,,,,,9
Sale,6/18/2019,,SWME2EZ3HDD006687,SL55 AMG,2006,great engine; ,Mercedes-Benz,Good,Minivan,13550,Brown,user11,abitsuie@xx-zobam.com,720363016,7156 12-street,Plano,NV,90870,B2116633076,Wilda,Fritz,,,,,,82
Sale,3/3/2019,,SX73Y7QKKQF628146,EOS,2012,,Volkswagen,Fair,Minivan,75560,Maroon,user25,lpawlowicz@gogozoom.com,6254507435,9893 13-street,Madison,TX,95139,B0585188333,Lorrie,Boord,,,,,,68
